carat,cut,color,clarity,depth,table,price
1.01,Very Good,H,SI1,63.4,58.0,4191
2.01,Premium,H,SI1,60.6,62.0,16733
0.3,Ideal,G,IF,61.7,53.0,850
0.54,Ideal,G,IF,62.5,57.0,2271
0.31,Very Good,G,VVS1,61.9,55.0,642
1.04,Ideal,F,SI1,62.1,56.0,4426
0.31,Ideal,H,VS1,61.6,54.8,557
0.31,Ideal,G,VVS2,61.7,54.0,907
0.42,Ideal,F,SI1,62.0,57.0,773
0.7,Ideal,I,VVS1,61.8,56.0,2492
0.5,Very Good,E,SI2,63.0,57.0,1098
0.3,Premium,D,SI1,63.0,58.0,709
1.31,Ideal,G,VS1,62.2,56.0,10071
0.46,Premium,F,VS1,60.5,58.0,1367
0.71,Ideal,D,SI2,61.3,57.0,2633
0.74,Ideal,F,VVS2,61.5,55.0,3879
1.0,Premium,H,VS2,59.8,56.0,3819
1.11,Ideal,G,VS2,61.7,56.0,7109
0.51,Ideal,E,VS2,62.5,55.0,1656
1.16,Premium,H,VS2,62.3,56.0,6202
1.21,Ideal,J,VS2,62.2,57.0,4879
0.38,Ideal,D,VS2,60.8,57.0,787
0.23,Very Good,F,VS1,63.2,58.0,483
1.01,Good,F,VS2,63.3,55.0,5731
0.9,Good,J,VS2,62.3,64.0,3423
0.52,Premium,E,VS2,60.6,58.0,1622
1.19,Good,G,VVS2,61.1,61.0,8995
0.32,Ideal,F,SI1,61.0,55.0,648
0.5,Good,F,VS2,61.3,61.0,1447
0.82,Premium,F,SI2,60.3,57.0,2723
0.35,Good,F,SI2,63.8,56.0,460
1.29,Premium,I,SI1,62.2,58.0,6140
0.44,Ideal,F,SI2,61.7,54.0,655
1.02,Premium,H,SI2,59.2,59.0,3701
2.53,Premium,H,SI2,62.6,60.0,14659
1.0,Premium,H,SI1,62.7,58.0,4724
0.71,Very Good,J,SI2,61.1,58.0,1764
1.5,Good,I,SI1,63.1,54.0,8258
0.43,Very Good,G,VS1,58.4,60.0,817
0.42,Premium,E,SI2,58.8,60.0,838
2.2,Premium,H,SI1,61.2,59.0,17265
0.34,Ideal,G,VS1,61.3,55.0,898
0.64,Ideal,E,SI1,62.7,57.0,1859
0.32,Ideal,D,SI2,62.6,56.0,612
0.91,Ideal,H,SI2,60.6,57.0,3854
0.54,Ideal,E,VS2,61.0,56.0,1754
1.13,Premium,H,SI2,59.4,58.0,4430
0.91,Very Good,J,VS2,61.9,59.0,3478
1.2,Premium,D,SI2,61.4,60.0,5947
0.72,Ideal,J,VVS2,61.5,57.0,2150
0.38,Ideal,I,VVS2,63.4,53.0,809
0.3,Premium,E,VVS2,61.4,59.0,1013
0.3,Ideal,E,VS2,61.4,59.0,911
1.3,Very Good,J,VS1,63.2,57.0,4994
0.4,Premium,F,SI1,61.2,58.0,945
1.01,Premium,E,SI2,60.4,60.0,4878
0.3,Premium,G,IF,58.4,62.0,1071
0.31,Very Good,E,IF,60.6,60.0,944
1.5,Very Good,I,VS2,60.1,60.0,8974
1.0,Premium,E,SI1,61.9,62.0,4953
0.32,Ideal,G,VS1,61.3,55.0,828
0.31,Very Good,F,SI1,60.7,58.0,516
0.3,Ideal,E,VVS1,61.5,57.0,956
0.34,Good,E,SI1,63.9,56.0,765
1.26,Premium,I,SI1,60.5,62.0,5292
1.52,Premium,J,VS1,62.4,59.0,8110
0.52,Good,E,VS2,64.3,56.0,1625
0.72,Good,D,VS1,63.3,55.0,3570
0.29,Very Good,H,VVS2,62.2,54.0,466
1.55,Ideal,J,VS2,61.7,55.0,8088
0.31,Ideal,F,VS1,61.2,57.0,695
0.5,Ideal,H,VVS2,60.4,55.0,1608
0.9,Good,F,VS1,63.8,56.0,3750
0.71,Very Good,E,VS2,62.4,57.0,2759
1.0,Ideal,G,VS2,62.3,56.0,5887
1.09,Very Good,D,SI2,59.2,63.0,4244
0.3,Ideal,G,VS2,60.8,57.0,491
0.71,Very Good,G,SI1,63.1,60.0,2240
0.4,Ideal,G,VS2,61.2,57.0,807
0.51,Ideal,H,SI1,62.1,54.0,1161
0.7,Very Good,H,IF,62.8,56.0,2882
0.72,Ideal,D,SI1,61.9,55.0,2954
0.3,Premium,D,VS2,61.9,58.0,911
0.33,Premium,H,VS2,62.0,59.0,668
0.71,Premium,E,SI2,61.8,57.0,2271
0.31,Good,H,VS2,63.8,56.0,470
1.01,Ideal,F,VS2,62.0,56.0,6416
0.31,Ideal,F,VS1,62.1,56.0,680
0.3,Ideal,H,VS2,62.0,57.0,457
0.81,Good,E,I1,64.1,59.0,2608
0.32,Ideal,G,SI1,61.5,55.0,647
0.38,Ideal,F,VS2,62.4,54.0,969
0.71,Ideal,G,SI1,61.5,55.0,3061
1.0,Very Good,E,SI2,63.2,56.0,3763
0.37,Premium,D,VVS2,60.7,59.0,971
0.6,Premium,D,VS2,59.6,59.0,2214
1.08,Ideal,G,SI2,61.9,57.0,4627
0.59,Ideal,G,VS2,61.9,57.0,2336
0.92,Very Good,F,SI2,62.1,59.0,3854
0.44,Good,E,VS2,62.2,62.0,1059
0.7,Very Good,H,VS1,62.1,56.0,2422
0.8,Ideal,F,SI2,61.8,59.0,3066
0.77,Premium,F,VS1,62.1,60.0,3343
1.5,Very Good,F,SI1,63.4,58.0,10962
0.53,Ideal,G,VVS2,62.2,54.0,2051
0.76,Premium,E,SI1,61.6,59.0,2644
0.3,Ideal,D,SI1,61.9,56.0,709
2.01,Ideal,H,SI1,61.6,57.0,17403
1.21,Ideal,H,SI2,62.1,55.0,5692
0.3,Ideal,G,VS2,63.0,55.0,675
1.05,Very Good,E,SI1,62.2,56.0,5494
0.31,Ideal,I,VS2,62.3,54.0,452
0.9,Very Good,F,SI1,61.7,60.0,3854
0.5,Very Good,G,VVS2,61.3,57.0,1729
0.41,Very Good,D,SI1,60.3,63.0,920
1.01,Premium,I,SI1,62.3,58.0,4355
0.93,Very Good,H,SI2,61.9,57.0,3452
1.01,Good,F,SI1,63.3,59.0,4899
1.0,Good,F,SI2,63.7,57.0,3977
0.77,Ideal,I,SI2,61.6,57.0,2425
0.8,Very Good,H,VVS2,62.9,56.0,3036
0.9,Good,G,VS2,60.4,61.0,4547
1.57,Premium,H,VS2,61.0,59.0,11470
0.42,Very Good,H,SI1,63.1,57.0,898
0.7,Premium,G,VVS2,59.6,61.0,2737
0.56,Ideal,I,VVS1,61.1,55.0,1622
1.7,Premium,I,SI2,62.9,59.0,9330
1.53,Premium,F,SI2,62.6,57.0,9716
0.55,Ideal,F,SI2,62.4,56.0,1175
1.06,Premium,G,SI1,61.9,55.0,5043
0.27,Ideal,I,VVS2,62.1,55.0,459
1.24,Ideal,I,SI1,61.1,60.0,5976
1.2,Ideal,F,VS2,62.3,56.0,8436
0.91,Very Good,D,SI1,62.8,57.0,4303
0.42,Premium,G,VS1,62.5,59.0,984
0.32,Ideal,G,VVS2,61.2,56.0,936
0.36,Ideal,E,SI1,61.6,56.0,631
0.51,Ideal,G,VVS2,62.6,57.0,1974
0.4,Premium,D,SI2,61.7,58.0,855
0.51,Ideal,G,VS1,61.5,54.9,1708
1.14,Ideal,F,I1,61.7,57.0,3755
0.3,Ideal,E,VS2,62.3,56.0,844
0.53,Good,E,SI2,63.4,56.0,1141
0.51,Ideal,D,VS2,61.5,55.0,1787
0.32,Good,D,IF,57.8,56.0,1252
0.34,Ideal,G,VVS1,62.1,57.0,895
0.4,Premium,F,VVS2,62.2,59.0,1163
1.01,Fair,D,SI1,66.3,55.0,4118
0.51,Ideal,F,VS1,61.7,54.0,1744
0.33,Ideal,E,VS2,62.3,57.0,723
0.32,Ideal,I,VS2,61.3,56.0,576
0.34,Ideal,F,IF,62.3,54.0,985
1.03,Good,D,SI1,64.3,58.0,4441
0.3,Very Good,E,VS2,62.9,58.0,658
0.7,Ideal,H,SI1,61.2,56.0,2184
2.0,Very Good,J,VS2,60.7,60.0,13542
1.01,Premium,H,VS2,59.1,58.0,5166
0.8,Ideal,D,VS2,61.3,56.0,4781
0.3,Ideal,E,VVS2,61.9,57.0,789
2.2,Ideal,H,VS2,61.7,55.0,17460
0.72,Ideal,E,VVS2,62.0,56.0,3874
1.04,Very Good,D,VVS2,58.3,61.0,9254
1.12,Premium,J,SI1,62.7,55.0,4064
1.13,Fair,H,I1,64.8,59.0,2968
0.36,Premium,E,VS2,59.3,59.0,1013
0.3,Premium,D,SI1,62.1,58.0,709
0.3,Premium,H,VS1,61.3,58.0,526
0.31,Ideal,F,VS2,62.2,56.0,749
0.3,Ideal,G,VS1,61.4,55.0,673
1.01,Ideal,D,VVS2,62.3,53.0,11082
0.71,Ideal,F,VS1,62.7,57.0,3041
1.51,Good,F,VS2,64.0,59.0,8794
0.52,Very Good,G,VVS1,62.3,55.0,2040
1.59,Very Good,G,SI1,59.5,61.0,10963
1.5,Ideal,J,SI1,61.1,56.7,7520
0.31,Ideal,F,IF,61.9,54.0,901
1.52,Ideal,G,VVS1,61.4,57.0,16492
1.0,Very Good,D,VS2,63.4,57.0,6115
0.73,Ideal,E,SI2,60.4,56.0,2434
0.71,Ideal,G,SI1,62.8,56.0,2342
0.92,Good,E,SI1,63.3,57.0,3649
0.56,Premium,E,SI1,61.5,60.0,1755
1.07,Premium,H,SI2,61.2,60.0,4413
1.1,Very Good,I,SI1,62.7,58.0,4356
0.35,Ideal,E,VS2,62.0,57.0,984
1.0,Fair,E,VS1,64.4,55.0,7392
0.36,Ideal,D,SI1,60.6,56.0,794
0.32,Ideal,D,SI2,61.8,55.0,612
0.3,Very Good,F,SI1,61.7,59.0,500
0.72,Premium,I,SI1,60.8,58.0,1858
0.49,Very Good,F,SI1,62.5,57.0,1116
1.2,Very Good,I,SI1,62.2,55.0,5408
0.52,Very Good,E,VS2,60.9,57.0,1689
0.31,Ideal,E,VVS1,61.0,57.0,903
1.54,Ideal,I,VS1,61.5,56.0,11651
0.74,Very Good,F,SI1,62.7,58.0,2715
1.01,Premium,F,SI1,58.9,60.0,5713
1.54,Very Good,I,VVS2,62.7,57.0,10518
1.18,Ideal,E,SI2,60.9,57.0,6328
0.7,Good,H,VS1,59.4,62.0,2421
1.08,Ideal,I,SI1,62.6,53.9,5049
1.01,Very Good,I,VS2,61.3,56.0,4438
1.02,Very Good,H,VS2,62.5,56.0,5217
1.01,Premium,J,SI2,61.9,59.0,3658
0.61,Premium,G,VS1,62.7,57.0,2192
0.7,Premium,G,VS1,62.8,57.0,2535
0.75,Ideal,F,SI1,61.5,55.0,3336
1.52,Premium,F,VS2,62.3,56.0,14544
0.57,Very Good,D,IF,61.3,57.0,4032
0.71,Good,E,SI1,58.4,61.0,2573
0.35,Premium,G,SI1,60.3,60.0,522
0.71,Ideal,D,SI2,60.0,57.0,2633
0.32,Ideal,E,VS2,61.9,55.0,702
1.5,Ideal,I,VVS2,61.7,55.0,10646
0.4,Very Good,E,VS2,60.4,63.0,791
1.0,Ideal,E,SI2,61.8,57.0,4743
1.35,Ideal,J,VS2,61.4,57.0,5969
0.96,Ideal,F,I1,60.7,55.0,2826
1.34,Premium,E,VS2,58.2,60.0,8480
0.32,Ideal,G,VS2,61.8,55.0,564
0.28,Very Good,E,VS2,63.0,59.0,487
0.43,Ideal,H,SI1,61.9,55.0,783
0.33,Very Good,E,SI1,60.2,58.0,579
1.0,Premium,G,VS2,60.1,57.0,6272
0.32,Ideal,D,VVS2,59.9,59.0,854
1.5,Premium,F,I1,62.6,57.0,4096
0.32,Ideal,E,VS2,61.7,55.0,900
0.24,Ideal,F,VVS2,61.4,59.0,540
0.3,Ideal,I,SI2,62.0,55.0,360
0.5,Fair,G,VS1,65.7,63.0,1257
1.51,Very Good,E,SI1,63.1,56.0,10113
0.34,Ideal,G,SI1,61.8,54.0,540
0.35,Fair,F,VVS1,54.6,59.0,1011
0.41,Ideal,E,SI2,61.9,57.0,683
0.56,Ideal,I,SI1,61.3,56.0,1343
0.56,Ideal,D,VS2,62.8,57.0,2066
0.51,Ideal,G,VS1,62.0,56.0,1656
0.36,Ideal,D,SI1,62.0,54.0,626
2.01,Premium,H,SI2,61.6,58.0,16499
0.27,Ideal,F,VVS1,62.5,56.0,760
0.41,Very Good,D,VVS2,62.5,54.0,1160
0.9,Very Good,H,VS2,63.1,60.0,3919
1.04,Very Good,E,SI1,59.6,59.0,5662
0.28,Very Good,H,VS2,59.7,60.0,394
1.5,Very Good,G,VS1,63.4,59.0,12005
0.74,Very Good,H,VS2,62.9,57.0,2451
1.08,Ideal,I,VS2,61.8,54.0,5455
0.56,Very Good,G,VVS2,61.4,57.0,2010
0.32,Ideal,E,IF,60.6,60.0,1004
0.3,Premium,D,SI1,61.7,60.0,709
0.9,Good,G,SI1,62.5,62.0,4008
0.32,Premium,E,SI1,62.3,58.0,720
0.31,Ideal,G,SI2,60.5,57.0,408
0.35,Very Good,E,VS1,59.9,59.9,885
0.8,Very Good,J,VS1,62.7,58.0,2487
0.56,Ideal,E,VVS2,62.1,57.0,2622
0.3,Good,J,VS1,63.4,55.0,394
0.31,Ideal,E,VS2,61.5,56.0,872
1.01,Ideal,G,VVS2,62.2,54.0,8252
1.21,Ideal,H,SI1,60.3,60.0,6620
1.01,Premium,E,VS2,62.3,59.0,5430
0.52,Ideal,E,VS2,60.7,56.0,1576
0.27,Very Good,E,VVS2,63.0,56.0,622
0.74,Fair,G,SI1,64.8,59.0,2060
0.34,Premium,I,SI1,60.0,58.0,589
0.41,Premium,J,VS1,60.8,61.0,830
0.79,Premium,F,SI2,62.2,57.0,2555
1.5,Good,G,SI2,57.5,63.0,6006
0.33,Ideal,E,VVS2,61.2,57.0,1114
1.5,Fair,J,VS2,64.5,59.0,5846
1.22,Premium,F,SI1,62.5,59.0,7059
0.51,Very Good,I,SI1,63.5,60.0,1046
0.56,Ideal,D,SI2,62.2,55.0,1243
1.02,Ideal,E,SI2,60.3,57.0,4798
1.01,Good,E,SI1,63.1,60.0,4912
0.3,Good,I,SI1,63.5,57.0,394
0.63,Very Good,H,VS2,61.2,59.2,1640
1.02,Ideal,F,VS1,62.0,57.0,8637
0.6,Ideal,D,SI2,61.3,59.0,1338
0.52,Premium,I,SI1,62.9,58.0,1105
2.03,Premium,J,SI2,60.9,60.0,12078
0.5,Very Good,E,VS1,63.9,55.0,1604
1.2,Very Good,J,SI1,61.2,55.0,5142
0.28,Good,F,VVS2,64.9,57.0,492
0.53,Ideal,E,VS2,61.8,56.0,1801
0.41,Premium,F,VVS1,61.8,59.0,1295
0.57,Good,J,VS2,63.3,56.0,1100
0.31,Ideal,G,VS2,61.4,57.0,698
0.33,Ideal,F,VVS1,61.9,56.0,955
0.53,Ideal,E,SI1,60.6,57.0,1607
0.9,Fair,J,SI1,64.6,61.0,2438
1.09,Ideal,J,VS2,61.3,57.0,4131
0.8,Premium,D,SI1,59.4,55.0,3226
1.2,Fair,G,I1,64.4,55.0,2655
0.32,Ideal,E,VS1,61.9,56.0,707
1.02,Ideal,G,VS1,62.8,55.0,7574
0.92,Very Good,D,VS1,60.6,61.0,5202
1.11,Very Good,H,SI1,63.2,58.0,5192
0.74,Very Good,E,VS1,62.1,53.4,3872
0.95,Premium,F,SI2,62.4,59.0,4171
2.0,Premium,G,SI2,60.3,57.0,12388
0.31,Premium,I,VS2,59.8,60.0,558
1.52,Premium,I,VS1,61.1,58.0,9557
0.37,Ideal,E,VS2,61.6,57.0,1041
0.41,Very Good,H,SI1,61.4,60.0,683
0.31,Ideal,D,VS1,62.0,57.0,863
1.04,Very Good,G,SI2,62.9,58.0,4200
0.32,Ideal,G,VVS1,60.8,56.0,842
0.52,Very Good,G,SI2,63.1,56.0,1151
1.58,Premium,G,VVS2,62.4,56.0,14855
0.29,Very Good,G,VS1,62.1,59.0,426
0.9,Very Good,E,VS2,61.3,58.0,5887
2.3,Premium,J,SI1,59.6,59.0,12499
0.24,Very Good,E,VS1,62.5,55.0,412
1.01,Ideal,H,VS2,62.7,57.0,5306
0.37,Ideal,E,VS2,62.7,56.0,811
0.39,Very Good,D,VS2,59.5,57.0,1040
1.5,Very Good,E,SI2,62.7,59.0,8167
1.02,Premium,G,SI2,61.7,58.0,3027
0.39,Ideal,H,SI1,61.5,56.0,698
0.84,Good,G,VS2,63.6,59.0,3370
1.0,Fair,H,VS1,64.6,59.0,5242
0.32,Ideal,I,VS1,62.3,56.0,605
1.01,Very Good,G,VS1,63.6,57.0,6905
0.3,Very Good,F,SI1,63.5,59.0,641
0.53,Ideal,D,VS2,62.2,56.0,1857
0.71,Ideal,H,SI2,62.6,56.0,1800
1.22,Good,G,VS2,59.9,61.0,8533
0.53,Premium,F,SI1,62.0,59.0,1428
1.6,Very Good,H,VS1,61.2,58.6,12378
0.42,Ideal,H,VVS1,61.8,55.0,969
1.69,Very Good,E,VS2,62.7,58.0,17803
0.46,Ideal,I,VS1,62.0,54.0,997
1.2,Good,H,SI2,62.2,62.0,5082
0.9,Ideal,H,SI1,61.6,56.0,4740
1.24,Premium,E,SI2,61.1,59.0,6377
1.31,Ideal,G,VVS2,61.3,58.0,11975
0.56,Ideal,G,VVS2,61.2,55.0,1979
0.38,Ideal,F,VVS2,62.7,56.0,1033
2.06,Ideal,G,SI2,62.9,56.0,16235
0.7,Ideal,F,VVS2,61.0,57.0,3478
0.71,Ideal,G,SI1,62.5,57.0,2604
1.11,Ideal,I,SI1,62.4,55.0,4273
1.12,Ideal,F,VS1,62.1,54.0,9030
1.02,Very Good,I,SI1,62.9,58.0,3927
0.3,Very Good,H,SI1,60.8,61.0,421
0.9,Very Good,H,SI1,61.9,59.0,3595
0.32,Ideal,E,VVS2,61.5,56.0,1010
0.93,Premium,H,SI1,61.8,59.0,3816
1.01,Good,E,SI1,58.1,59.0,5627
0.3,Premium,G,VVS2,62.1,59.0,878
1.56,Ideal,D,SI1,62.2,58.0,10934
1.23,Good,J,VS2,63.6,60.0,4727
0.38,Ideal,E,VVS2,61.6,55.0,1100
1.25,Very Good,I,SI1,58.9,58.0,5500
0.7,Premium,F,SI2,62.9,57.0,2184
0.23,Very Good,E,VVS2,58.8,62.0,485
1.5,Fair,I,I1,69.7,56.0,4704
1.18,Premium,I,VS1,62.1,58.0,5921
0.72,Ideal,E,VS2,61.5,56.0,3601
0.32,Good,H,SI1,63.7,55.0,591
0.9,Ideal,G,SI2,60.7,57.0,4314
0.3,Premium,E,SI2,61.7,61.0,540
2.04,Premium,H,SI1,62.2,60.0,12341
1.64,Ideal,I,VS1,60.5,57.0,11305
1.58,Premium,D,SI2,59.6,59.0,10934
0.31,Very Good,F,VVS1,59.2,62.0,777
1.5,Premium,F,VS2,61.5,58.0,14719
0.55,Ideal,F,VS2,60.9,57.0,1702
0.9,Good,H,SI1,66.1,57.0,3282
0.62,Ideal,H,SI1,61.4,56.0,1618
0.62,Good,G,VS1,62.5,60.8,1893
0.31,Very Good,H,SI1,61.1,55.0,446
1.36,Ideal,F,VVS2,61.6,56.0,12608
0.31,Ideal,G,VS2,61.8,57.0,698
1.57,Ideal,H,SI1,62.4,56.0,11068
1.2,Good,F,VS2,62.3,57.0,8990
1.21,Premium,H,SI1,61.8,58.0,6180
1.02,Very Good,F,VS2,59.4,58.0,6479
0.73,Ideal,F,VVS2,61.7,54.0,3463
2.02,Very Good,H,SI2,60.8,60.0,14498
0.32,Premium,H,VS2,61.0,60.0,648
2.03,Very Good,H,SI1,63.0,60.0,18781
0.33,Good,D,SI2,63.4,56.0,492
1.0,Ideal,D,SI1,62.7,56.0,5755
1.72,Fair,J,I1,68.5,59.0,5240
1.0,Premium,G,VS1,62.4,59.0,6727
1.5,Very Good,G,VVS1,63.3,58.0,14842
1.32,Ideal,I,VVS1,61.0,56.0,8501
0.7,Good,F,SI2,64.3,57.0,1851
0.32,Premium,H,VVS2,62.3,58.0,645
0.32,Ideal,H,IF,61.2,57.0,814
2.31,Premium,J,SI1,61.1,60.0,15323
1.5,Very Good,I,VS2,63.3,55.0,9533
1.21,Fair,E,SI2,65.6,59.0,4926
0.38,Ideal,F,VVS2,62.0,55.0,963
1.21,Ideal,F,VVS1,61.1,57.0,12556
1.33,Ideal,I,VS2,62.6,55.0,7325
0.51,Very Good,E,VS1,61.6,59.0,1778
0.33,Premium,H,VS1,62.9,59.0,743
0.34,Ideal,D,SI1,60.4,57.0,803
0.4,Ideal,E,VVS1,61.7,57.0,1397
1.03,Very Good,E,VS2,61.3,61.0,5800
0.31,Ideal,G,VS2,62.2,53.6,557
0.3,Ideal,F,IF,61.7,57.0,886
1.11,Ideal,H,VVS2,61.4,57.0,6962
1.02,Very Good,I,VS2,59.3,59.0,4532
1.01,Premium,F,IF,62.3,57.0,9627
0.36,Good,F,VS1,63.6,60.0,945
1.14,Premium,D,SI2,59.2,61.0,5047
0.8,Premium,H,SI2,61.6,59.0,2409
1.66,Ideal,H,VS2,60.1,59.0,12244
1.01,Premium,F,VS2,62.1,60.0,5988
1.51,Premium,G,VS1,62.4,59.0,13638
0.35,Ideal,E,VS2,61.7,56.0,767
0.64,Ideal,E,SI1,60.9,57.0,2215
0.28,Ideal,F,VS1,60.2,56.0,598
0.7,Ideal,I,VS1,62.1,57.0,2398
2.01,Ideal,H,SI1,65.1,56.0,16733
1.56,Ideal,G,VS1,61.3,56.0,14957
0.33,Ideal,H,VS2,61.8,54.0,539
1.01,Ideal,E,SI2,61.5,55.0,5437
1.21,Ideal,H,SI1,61.1,57.0,6069
0.28,Good,H,VVS1,56.0,64.0,480
0.31,Ideal,F,VVS1,61.6,55.0,975
1.01,Premium,F,VVS2,61.8,55.0,8688
1.1,Ideal,F,VS1,61.7,57.0,8279
0.27,Very Good,E,VVS2,62.0,59.0,620
1.12,Premium,I,SI1,61.1,59.0,4373
0.75,Ideal,D,VS2,62.4,55.0,3456
0.29,Very Good,E,VVS1,59.5,61.0,609
0.4,Good,H,VVS2,63.2,55.0,877
0.26,Good,E,VVS1,59.4,61.0,597
1.15,Ideal,H,SI1,63.0,57.0,4911
0.41,Premium,G,SI1,61.7,59.0,923
0.71,Ideal,E,VS1,62.0,57.0,3380
0.56,Very Good,F,SI1,60.0,57.0,1679
1.0,Ideal,G,VS1,62.7,53.0,7114
0.32,Premium,G,SI1,60.5,59.0,612
0.55,Premium,D,SI1,61.7,59.0,1728
1.04,Very Good,F,SI2,62.8,55.0,4244
0.71,Good,J,VS2,63.8,58.0,1774
0.52,Premium,G,VS2,62.1,58.0,1577
1.01,Premium,F,SI2,61.6,58.0,4416
1.1,Very Good,G,VS1,60.3,62.0,6951
1.01,Very Good,F,SI2,62.3,59.0,4384
0.7,Very Good,F,VS2,61.6,58.0,2362
0.36,Very Good,E,VS2,59.8,62.0,789
0.33,Ideal,E,IF,61.9,57.0,1129
0.7,Premium,G,VS2,62.2,61.0,2657
1.01,Very Good,D,VVS2,63.0,56.0,10800
0.91,Good,H,VS2,63.8,59.0,3192
0.41,Ideal,E,VS1,61.9,55.0,1079
2.27,Fair,J,I1,67.6,55.0,5733
0.74,Premium,E,VS1,60.9,62.0,2999
1.01,Good,H,SI1,63.4,58.0,4116
0.8,Ideal,E,VS2,62.2,57.0,3648
0.42,Ideal,F,VVS2,62.1,55.0,1142
0.3,Very Good,H,VVS2,61.0,61.0,605
0.32,Ideal,D,VS2,62.3,57.0,972
1.18,Very Good,F,VVS2,60.1,58.0,11430
1.54,Premium,G,VS2,60.2,60.0,13292
0.31,Premium,D,VS1,59.7,58.0,1011
0.31,Ideal,G,VVS2,62.0,56.0,726
0.41,Premium,I,VVS2,59.9,58.0,1061
0.9,Good,F,SI2,61.3,59.0,3621
1.24,Ideal,H,VS1,62.1,56.0,8299
0.58,Ideal,G,VVS1,61.5,55.0,2772
0.8,Ideal,F,VS2,62.1,56.0,4043
0.71,Ideal,H,VS1,61.8,55.0,3229
0.32,Premium,F,VVS1,61.3,58.0,926
0.31,Ideal,D,SI1,61.2,55.0,732
0.4,Ideal,G,VVS1,62.6,57.0,995
0.7,Ideal,G,SI2,62.7,57.0,2177
0.41,Very Good,E,VS2,59.7,58.0,866
0.28,Ideal,G,SI1,60.7,56.0,430
0.9,Ideal,D,SI2,62.4,56.0,4007
0.4,Very Good,E,VS2,63.8,55.0,791
1.12,Very Good,H,SI1,63.1,56.0,4673
1.07,Premium,G,I1,62.3,60.0,3547
1.7,Ideal,G,VS2,61.3,57.0,15797
1.73,Very Good,I,VS1,63.4,58.0,11843
0.31,Ideal,G,SI2,61.7,56.0,523
0.5,Premium,D,SI2,62.9,58.0,997
0.71,Ideal,E,SI1,61.7,56.0,2680
0.41,Premium,E,SI2,61.3,57.0,876
0.33,Premium,D,SI2,62.7,58.0,631
0.33,Ideal,G,VS1,61.6,57.0,854
1.02,Ideal,F,VS2,62.7,57.0,6734
0.7,Fair,E,SI1,65.1,56.0,2125
0.32,Premium,H,VS2,61.4,60.0,648
0.55,Ideal,H,VS2,62.5,54.0,1402
0.54,Premium,F,SI2,61.2,60.0,1013
1.01,Very Good,D,SI2,60.5,58.0,4799
1.2,Ideal,F,SI1,61.5,53.0,7463
2.0,Fair,F,SI2,59.8,68.0,12610
0.41,Ideal,F,VS1,62.0,56.0,1007
0.51,Premium,G,SI2,59.9,60.0,1004
1.75,Ideal,I,VVS2,62.1,56.0,14394
1.01,Good,G,VVS2,62.4,61.0,7137
0.51,Fair,H,VS1,55.5,64.0,1234
2.2,Premium,I,SI2,61.8,54.0,13719
0.43,Premium,G,VVS1,62.0,59.0,1264
1.5,Very Good,G,VS1,59.1,62.0,11216
0.51,Premium,I,SI1,62.7,59.0,984
0.31,Very Good,F,VS2,58.8,58.0,609
0.58,Ideal,E,VS2,61.9,56.0,1670
1.13,Ideal,G,VS1,61.0,58.0,7687
0.31,Premium,D,SI2,62.1,59.0,462
1.09,Ideal,G,VVS2,61.5,55.0,8057
1.2,Premium,F,VS1,61.8,59.0,8669
0.77,Premium,F,SI1,61.0,58.0,2856
0.8,Very Good,G,SI2,62.0,55.0,2915
0.53,Very Good,E,SI1,61.6,58.0,1395
0.32,Ideal,H,IF,61.4,55.0,814
0.45,Ideal,D,VS1,62.3,56.0,1330
2.22,Premium,I,SI2,62.9,59.0,15184
0.32,Ideal,E,SI1,63.2,55.0,528
1.5,Ideal,D,VS2,62.8,53.5,15996
1.09,Ideal,F,SI2,61.2,57.0,4981
0.32,Ideal,D,VS2,62.1,56.0,972
1.04,Premium,F,VS1,59.4,60.0,7495
2.03,Very Good,G,SI1,61.3,59.0,18257
0.5,Premium,F,VS1,61.8,60.0,1838
1.51,Good,H,SI2,59.9,64.0,7340
1.5,Premium,I,SI2,61.2,59.0,7476
0.71,Ideal,I,SI1,61.0,56.0,2319
0.39,Premium,G,SI1,60.9,58.0,878
0.4,Ideal,F,VS2,63.4,54.0,1059
1.03,Premium,D,VVS2,60.1,58.0,11335
0.23,Very Good,E,VVS1,62.1,58.0,530
0.93,Good,J,VS2,63.6,61.0,3000
0.51,Ideal,H,VVS1,61.7,57.0,1837
1.39,Ideal,J,VS2,60.9,57.0,6831
0.32,Ideal,G,VVS2,61.2,58.0,698
0.8,Ideal,D,SI1,62.7,57.0,3564
1.07,Ideal,G,VS1,62.2,56.0,7748
1.61,Ideal,F,VS1,62.0,55.0,17256
1.35,Premium,G,VS2,62.7,56.0,9253
1.2,Ideal,G,SI1,61.2,56.0,7920
0.61,Good,D,SI1,59.0,57.0,1759
1.5,Premium,F,VS2,60.8,58.0,14372
0.72,Very Good,E,SI1,63.1,60.0,2608
0.41,Very Good,F,VVS1,61.4,58.0,1122
0.42,Premium,H,VS1,61.7,59.0,1087
1.03,Premium,E,VS1,62.4,58.0,7919
0.79,Ideal,H,VS2,62.5,57.0,2844
0.39,Ideal,F,VS2,59.2,58.0,862
0.71,Premium,D,VS1,58.1,62.0,3090
1.73,Premium,I,VS2,59.8,58.0,8680
0.34,Ideal,E,SI1,61.0,55.0,637
